custom_id,unique_id,text,label,perturbation_type,gold,predicted,finish_reason,correct
2187,mf_0437,CEO confidence rises despite new risks and uncertainty,Business & Management,p2_complexity,A,A,stop,1
2188,mf_0437,CEO confidence rises despite new risks and uncertainty,Business & Management,p4_role,A,A,stop,1
2189,mf_0437,CEO confidence rises despite new risks and uncertainty,Business & Management,p5_fewshot,A,A,stop,1
2190,mf_0438,Global CEO Pulse Survey on Innovation,Business & Management,p1_format,A,A,stop,1
2191,mf_0438,Global CEO Pulse Survey on Innovation,Business & Management,p1_format_soft,A,A,stop,1
2192,mf_0438,Global CEO Pulse Survey on Innovation,Business & Management,p2_complexity,A,A,stop,1
2193,mf_0438,Global CEO Pulse Survey on Innovation,Business & Management,p4_role,A,A,stop,1
2194,mf_0438,Global CEO Pulse Survey on Innovation,Business & Management,p5_fewshot,A,A,stop,1
2195,mf_0439,Tax and legal news 16 June 2017,Tax & Accounting,p1_format,E,E,stop,1
2196,mf_0439,Tax and legal news 16 June 2017,Tax & Accounting,p1_format_soft,E,E,stop,1
2197,mf_0439,Tax and legal news 16 June 2017,Tax & Accounting,p2_complexity,E,E,stop,1
2198,mf_0439,Tax and legal news 16 June 2017,Tax & Accounting,p4_role,E,E,stop,1
2199,mf_0439,Tax and legal news 16 June 2017,Tax & Accounting,p5_fewshot,E,E,stop,1
2200,mf_0440,Transaction services,Finance,p1_format,B,B,stop,1
2201,mf_0440,Transaction services,Finance,p1_format_soft,B,B,stop,1
2202,mf_0440,Transaction services,Finance,p2_complexity,B,B,stop,1
2203,mf_0440,Transaction services,Finance,p4_role,B,B,stop,1
2204,mf_0440,Transaction services,Finance,p5_fewshot,B,B,stop,1
2205,mf_0441,Assurance and financial reporting,Tax & Accounting,p1_format,E,E,stop,1
2206,mf_0441,Assurance and financial reporting,Tax & Accounting,p1_format_soft,E,E,stop,1
2207,mf_0441,Assurance and financial reporting,Tax & Accounting,p2_complexity,E,E,stop,1
2208,mf_0441,Assurance and financial reporting,Tax & Accounting,p4_role,E,E,stop,1
2209,mf_0441,Assurance and financial reporting,Tax & Accounting,p5_fewshot,E,E,stop,1
2210,mf_0442,"Energy, utilities and resources",Industry,p1_format,D,D,stop,1
2211,mf_0442,"Energy, utilities and resources",Industry,p1_format_soft,D,D,stop,1
2212,mf_0442,"Energy, utilities and resources",Industry,p2_complexity,D,D,stop,1
2213,mf_0442,"Energy, utilities and resources",Industry,p4_role,D,D,stop,1
2214,mf_0442,"Energy, utilities and resources",Industry,p5_fewshot,D,D,stop,1
2215,mf_0443,Databrain: Data Governance for Analytics,Technology,p1_format,F,F,stop,1
2216,mf_0443,Databrain: Data Governance for Analytics,Technology,p1_format_soft,F,F,stop,1
2217,mf_0443,Databrain: Data Governance for Analytics,Technology,p2_complexity,F,F,stop,1
2218,mf_0443,Databrain: Data Governance for Analytics,Technology,p4_role,F,F,stop,1
2219,mf_0443,Databrain: Data Governance for Analytics,Technology,p5_fewshot,F,F,stop,1
2220,mf_0444,Assurance,Tax & Accounting,p1_format,E,E,stop,1
2221,mf_0444,Assurance,Tax & Accounting,p1_format_soft,E,E,stop,1
2222,mf_0444,Assurance,Tax & Accounting,p2_complexity,E,E,stop,1
2223,mf_0444,Assurance,Tax & Accounting,p4_role,E,E,stop,1
2224,mf_0444,Assurance,Tax & Accounting,p5_fewshot,E,E,stop,1
2225,mf_0445,Tax and legal news 20 April 2017,Tax & Accounting,p1_format,E,E,stop,1
2226,mf_0445,Tax and legal news 20 April 2017,Tax & Accounting,p1_format_soft,E,E,stop,1
2227,mf_0445,Tax and legal news 20 April 2017,Tax & Accounting,p2_complexity,E,E,stop,1
2228,mf_0445,Tax and legal news 20 April 2017,Tax & Accounting,p4_role,E,E,stop,1
2229,mf_0445,Tax and legal news 20 April 2017,Tax & Accounting,p5_fewshot,E,E,stop,1
2230,mf_0446,Indirect Taxes,Tax & Accounting,p1_format,E,E,stop,1
2231,mf_0446,Indirect Taxes,Tax & Accounting,p1_format_soft,E,E,stop,1
2232,mf_0446,Indirect Taxes,Tax & Accounting,p2_complexity,E,E,stop,1
2233,mf_0446,Indirect Taxes,Tax & Accounting,p4_role,E,E,stop,1
2234,mf_0446,Indirect Taxes,Tax & Accounting,p5_fewshot,E,E,stop,1
2235,mf_0447,Cyber threats topple over-regulation as top risk for Banking and Capital Markets CEOs,Technology,p1_format,F,F,stop,1
2236,mf_0447,Cyber threats topple over-regulation as top risk for Banking and Capital Markets CEOs,Technology,p1_format_soft,F,F,stop,1
2237,mf_0447,Cyber threats topple over-regulation as top risk for Banking and Capital Markets CEOs,Technology,p2_complexity,F,F,stop,1
2238,mf_0447,Cyber threats topple over-regulation as top risk for Banking and Capital Markets CEOs,Technology,p4_role,F,F,stop,1
2239,mf_0447,Cyber threats topple over-regulation as top risk for Banking and Capital Markets CEOs,Technology,p5_fewshot,F,B,stop,0
2240,mf_0448,Deal summary Folmer Management Oy / Cockerill Maintenance & Ingénierie (CMI),Finance,p1_format,B,B,stop,1
2241,mf_0448,Deal summary Folmer Management Oy / Cockerill Maintenance & Ingénierie (CMI),Finance,p1_format_soft,B,B,stop,1
2242,mf_0448,Deal summary Folmer Management Oy / Cockerill Maintenance & Ingénierie (CMI),Finance,p2_complexity,B,A,stop,0
2243,mf_0448,Deal summary Folmer Management Oy / Cockerill Maintenance & Ingénierie (CMI),Finance,p4_role,B,A,stop,0
2244,mf_0448,Deal summary Folmer Management Oy / Cockerill Maintenance & Ingénierie (CMI),Finance,p5_fewshot,B,A,stop,0
2245,mf_0449,Presenting a United Front on Financial Crimes,Government & Controls,p1_format,C,C,stop,1
2246,mf_0449,Presenting a United Front on Financial Crimes,Government & Controls,p1_format_soft,C,C,stop,1
2247,mf_0449,Presenting a United Front on Financial Crimes,Government & Controls,p2_complexity,C,C,stop,1
2248,mf_0449,Presenting a United Front on Financial Crimes,Government & Controls,p4_role,C,C,stop,1
2249,mf_0449,Presenting a United Front on Financial Crimes,Government & Controls,p5_fewshot,C,C,stop,1
2250,mf_0450,How PwC’s Food Trust Platform protects Australian brands from food fraud,Government & Controls,p1_format,C,F,stop,0
2251,mf_0450,How PwC’s Food Trust Platform protects Australian brands from food fraud,Government & Controls,p1_format_soft,C,F,stop,0
2252,mf_0450,How PwC’s Food Trust Platform protects Australian brands from food fraud,Government & Controls,p2_complexity,C,F,stop,0
2253,mf_0450,How PwC’s Food Trust Platform protects Australian brands from food fraud,Government & Controls,p4_role,C,F,stop,0
2254,mf_0450,How PwC’s Food Trust Platform protects Australian brands from food fraud,Government & Controls,p5_fewshot,C,F,stop,0
2255,mf_0451,Tax Flash February 2015,Tax & Accounting,p1_format,E,E,stop,1
2256,mf_0451,Tax Flash February 2015,Tax & Accounting,p1_format_soft,E,E,stop,1
2257,mf_0451,Tax Flash February 2015,Tax & Accounting,p2_complexity,E,E,stop,1
2258,mf_0451,Tax Flash February 2015,Tax & Accounting,p4_role,E,E,stop,1
2259,mf_0451,Tax Flash February 2015,Tax & Accounting,p5_fewshot,E,E,stop,1
2260,mf_0452,Digital transformation in customer and operations,Technology,p1_format,F,F,stop,1
2261,mf_0452,Digital transformation in customer and operations,Technology,p1_format_soft,F,F,stop,1
2262,mf_0452,Digital transformation in customer and operations,Technology,p2_complexity,F,F,stop,1
2263,mf_0452,Digital transformation in customer and operations,Technology,p4_role,F,F,stop,1
2264,mf_0452,Digital transformation in customer and operations,Technology,p5_fewshot,F,F,stop,1
2265,mf_0453,IFRS 17/TFRS 17 Insurance Contracts,Finance,p1_format,B,E,stop,0
2266,mf_0453,IFRS 17/TFRS 17 Insurance Contracts,Finance,p1_format_soft,B,E,stop,0
2267,mf_0453,IFRS 17/TFRS 17 Insurance Contracts,Finance,p2_complexity,B,E,stop,0
2268,mf_0453,IFRS 17/TFRS 17 Insurance Contracts,Finance,p4_role,B,E,stop,0
2269,mf_0453,IFRS 17/TFRS 17 Insurance Contracts,Finance,p5_fewshot,B,E,stop,0
2270,mf_0454,Global employee mobility,Business & Management,p1_format,A,A,stop,1
2271,mf_0454,Global employee mobility,Business & Management,p1_format_soft,A,A,stop,1
2272,mf_0454,Global employee mobility,Business & Management,p2_complexity,A,A,stop,1
2273,mf_0454,Global employee mobility,Business & Management,p4_role,A,A,stop,1
2274,mf_0454,Global employee mobility,Business & Management,p5_fewshot,A,A,stop,1
2275,mf_0455,Emerging Trends in Real Estate®: Europe 2018,Industry,p1_format,D,D,stop,1
2276,mf_0455,Emerging Trends in Real Estate®: Europe 2018,Industry,p1_format_soft,D,D,stop,1
2277,mf_0455,Emerging Trends in Real Estate®: Europe 2018,Industry,p2_complexity,D,D,stop,1
2278,mf_0455,Emerging Trends in Real Estate®: Europe 2018,Industry,p4_role,D,D,stop,1
2279,mf_0455,Emerging Trends in Real Estate®: Europe 2018,Industry,p5_fewshot,D,D,stop,1
2280,mf_0456,"Tax and legal news, January 2020",Tax & Accounting,p1_format,E,E,stop,1
2281,mf_0456,"Tax and legal news, January 2020",Tax & Accounting,p1_format_soft,E,E,stop,1
2282,mf_0456,"Tax and legal news, January 2020",Tax & Accounting,p2_complexity,E,E,stop,1
2283,mf_0456,"Tax and legal news, January 2020",Tax & Accounting,p4_role,E,E,stop,1
2284,mf_0456,"Tax and legal news, January 2020",Tax & Accounting,p5_fewshot,E,E,stop,1
2285,mf_0457,PwC's Insights: Greek entrepreneurship at the crossroads,Business & Management,p1_format,A,A,stop,1
2286,mf_0457,PwC's Insights: Greek entrepreneurship at the crossroads,Business & Management,p1_format_soft,A,A,stop,1
2287,mf_0457,PwC's Insights: Greek entrepreneurship at the crossroads,Business & Management,p2_complexity,A,A,stop,1
2288,mf_0457,PwC's Insights: Greek entrepreneurship at the crossroads,Business & Management,p4_role,A,A,stop,1
2289,mf_0457,PwC's Insights: Greek entrepreneurship at the crossroads,Business & Management,p5_fewshot,A,A,stop,1
2290,mf_0458,Robo Advisory moves forward in Italy,Technology,p1_format,F,F,stop,1
2291,mf_0458,Robo Advisory moves forward in Italy,Technology,p1_format_soft,F,F,stop,1
2292,mf_0458,Robo Advisory moves forward in Italy,Technology,p2_complexity,F,B,stop,0
2293,mf_0458,Robo Advisory moves forward in Italy,Technology,p4_role,F,B,stop,0
2294,mf_0458,Robo Advisory moves forward in Italy,Technology,p5_fewshot,F,F,stop,1
2295,mf_0459,Fit for Growth,Business & Management,p1_format,A,A,stop,1
2296,mf_0459,Fit for Growth,Business & Management,p1_format_soft,A,A,stop,1
2297,mf_0459,Fit for Growth,Business & Management,p2_complexity,A,A,stop,1
2298,mf_0459,Fit for Growth,Business & Management,p4_role,A,A,stop,1
2299,mf_0459,Fit for Growth,Business & Management,p5_fewshot,A,A,stop,1
2300,mf_0460,Insurance,Finance,p1_format,B,B,stop,1
2301,mf_0460,Insurance,Finance,p1_format_soft,B,B,stop,1
2302,mf_0460,Insurance,Finance,p2_complexity,B,B,stop,1
2303,mf_0460,Insurance,Finance,p4_role,B,B,stop,1
2304,mf_0460,Insurance,Finance,p5_fewshot,B,B,stop,1
2305,mf_0461,US tax reform,Tax & Accounting,p1_format,E,E,stop,1
2306,mf_0461,US tax reform,Tax & Accounting,p1_format_soft,E,E,stop,1
2307,mf_0461,US tax reform,Tax & Accounting,p2_complexity,E,E,stop,1
2308,mf_0461,US tax reform,Tax & Accounting,p4_role,E,E,stop,1
2309,mf_0461,US tax reform,Tax & Accounting,p5_fewshot,E,E,stop,1
2310,mf_0462,PwC Women in Work Index: Closing the gender pay gap,Business & Management,p1_format,A,A,stop,1
2311,mf_0462,PwC Women in Work Index: Closing the gender pay gap,Business & Management,p1_format_soft,A,A,stop,1
2312,mf_0462,PwC Women in Work Index: Closing the gender pay gap,Business & Management,p2_complexity,A,A,stop,1
2313,mf_0462,PwC Women in Work Index: Closing the gender pay gap,Business & Management,p4_role,A,A,stop,1
2314,mf_0462,PwC Women in Work Index: Closing the gender pay gap,Business & Management,p5_fewshot,A,A,stop,1
2315,mf_0463,Project Management Services,Business & Management,p1_format,A,A,stop,1
2316,mf_0463,Project Management Services,Business & Management,p1_format_soft,A,A,stop,1
2317,mf_0463,Project Management Services,Business & Management,p2_complexity,A,A,stop,1
2318,mf_0463,Project Management Services,Business & Management,p4_role,A,A,stop,1
2319,mf_0463,Project Management Services,Business & Management,p5_fewshot,A,A,stop,1
2320,mf_0464,Digital Fitness Assessment,Technology,p1_format,F,F,stop,1
2321,mf_0464,Digital Fitness Assessment,Technology,p1_format_soft,F,F,stop,1
2322,mf_0464,Digital Fitness Assessment,Technology,p2_complexity,F,F,stop,1
2323,mf_0464,Digital Fitness Assessment,Technology,p4_role,F,F,stop,1
2324,mf_0464,Digital Fitness Assessment,Technology,p5_fewshot,F,F,stop,1
2325,mf_0465,PwC rated as a leader in robotic process automation (RPA) service providers in health industries report by independent research firm,Technology,p1_format,F,F,stop,1
2326,mf_0465,PwC rated as a leader in robotic process automation (RPA) service providers in health industries report by independent research firm,Technology,p1_format_soft,F,F,stop,1
2327,mf_0465,PwC rated as a leader in robotic process automation (RPA) service providers in health industries report by independent research firm,Technology,p2_complexity,F,F,stop,1
2328,mf_0465,PwC rated as a leader in robotic process automation (RPA) service providers in health industries report by independent research firm,Technology,p4_role,F,F,stop,1
2329,mf_0465,PwC rated as a leader in robotic process automation (RPA) service providers in health industries report by independent research firm,Technology,p5_fewshot,F,F,stop,1
2330,mf_0466,The impact of Brexit on the free flow of data,Government & Controls,p1_format,C,F,stop,0
2331,mf_0466,The impact of Brexit on the free flow of data,Government & Controls,p1_format_soft,C,F,stop,0
2332,mf_0466,The impact of Brexit on the free flow of data,Government & Controls,p2_complexity,C,F,stop,0
2333,mf_0466,The impact of Brexit on the free flow of data,Government & Controls,p4_role,C,F,stop,0
2334,mf_0466,The impact of Brexit on the free flow of data,Government & Controls,p5_fewshot,C,C,stop,1
2335,mf_0467,Statistical Analysis with MS Excel,Technology,p1_format,F,F,stop,1
2336,mf_0467,Statistical Analysis with MS Excel,Technology,p1_format_soft,F,F,stop,1
2337,mf_0467,Statistical Analysis with MS Excel,Technology,p2_complexity,F,F,stop,1
2338,mf_0467,Statistical Analysis with MS Excel,Technology,p4_role,F,F,stop,1
2339,mf_0467,Statistical Analysis with MS Excel,Technology,p5_fewshot,F,F,stop,1
2340,mf_0468,Strategy & Operations,Business & Management,p1_format,A,A,stop,1
2341,mf_0468,Strategy & Operations,Business & Management,p1_format_soft,A,A,stop,1
2342,mf_0468,Strategy & Operations,Business & Management,p2_complexity,A,A,stop,1
2343,mf_0468,Strategy & Operations,Business & Management,p4_role,A,A,stop,1
2344,mf_0468,Strategy & Operations,Business & Management,p5_fewshot,A,A,stop,1
2345,mf_0469,Deal summary FuturSoft Oy / Vitec Software Group,Finance,p1_format,B,A,stop,0
2346,mf_0469,Deal summary FuturSoft Oy / Vitec Software Group,Finance,p1_format_soft,B,A,stop,0
2347,mf_0469,Deal summary FuturSoft Oy / Vitec Software Group,Finance,p2_complexity,B,A,stop,0
2348,mf_0469,Deal summary FuturSoft Oy / Vitec Software Group,Finance,p4_role,B,F,stop,0
2349,mf_0469,Deal summary FuturSoft Oy / Vitec Software Group,Finance,p5_fewshot,B,A,stop,0
2350,mf_0470,Tax accounting services,Tax & Accounting,p1_format,E,E,stop,1
2351,mf_0470,Tax accounting services,Tax & Accounting,p1_format_soft,E,E,stop,1
2352,mf_0470,Tax accounting services,Tax & Accounting,p2_complexity,E,E,stop,1
2353,mf_0470,Tax accounting services,Tax & Accounting,p4_role,E,E,stop,1
2354,mf_0470,Tax accounting services,Tax & Accounting,p5_fewshot,E,E,stop,1
2355,mf_0471,PwC Global CIO recognised in Premier 100 Technology Leadership Awards.,Business & Management,p1_format,A,F,stop,0
2356,mf_0471,PwC Global CIO recognised in Premier 100 Technology Leadership Awards.,Business & Management,p1_format_soft,A,F,stop,0
2357,mf_0471,PwC Global CIO recognised in Premier 100 Technology Leadership Awards.,Business & Management,p2_complexity,A,F,stop,0
2358,mf_0471,PwC Global CIO recognised in Premier 100 Technology Leadership Awards.,Business & Management,p4_role,A,F,stop,0
2359,mf_0471,PwC Global CIO recognised in Premier 100 Technology Leadership Awards.,Business & Management,p5_fewshot,A,F,stop,0
2360,mf_0472,Internet access,Technology,p1_format,F,F,stop,1
2361,mf_0472,Internet access,Technology,p1_format_soft,F,F,stop,1
2362,mf_0472,Internet access,Technology,p2_complexity,F,F,stop,1
2363,mf_0472,Internet access,Technology,p4_role,F,F,stop,1
2364,mf_0472,Internet access,Technology,p5_fewshot,F,F,stop,1
2365,mf_0473,Audit and Assurance Services,Tax & Accounting,p1_format,E,E,stop,1
2366,mf_0473,Audit and Assurance Services,Tax & Accounting,p1_format_soft,E,E,stop,1
2367,mf_0473,Audit and Assurance Services,Tax & Accounting,p2_complexity,E,E,stop,1
2368,mf_0473,Audit and Assurance Services,Tax & Accounting,p4_role,E,E,stop,1
2369,mf_0473,Audit and Assurance Services,Tax & Accounting,p5_fewshot,E,E,stop,1
2370,mf_0474,Summary of planned changes in PIT from 1st January 2019,Tax & Accounting,p1_format,E,E,stop,1
2371,mf_0474,Summary of planned changes in PIT from 1st January 2019,Tax & Accounting,p1_format_soft,E,E,stop,1
2372,mf_0474,Summary of planned changes in PIT from 1st January 2019,Tax & Accounting,p2_complexity,E,E,stop,1
2373,mf_0474,Summary of planned changes in PIT from 1st January 2019,Tax & Accounting,p4_role,E,E,stop,1
2374,mf_0474,Summary of planned changes in PIT from 1st January 2019,Tax & Accounting,p5_fewshot,E,E,stop,1
2375,mf_0475,SAF-T in Poland – the number of tax audits using SAF-T is increasing,Tax & Accounting,p1_format,E,E,stop,1
2376,mf_0475,SAF-T in Poland – the number of tax audits using SAF-T is increasing,Tax & Accounting,p1_format_soft,E,E,stop,1
2377,mf_0475,SAF-T in Poland – the number of tax audits using SAF-T is increasing,Tax & Accounting,p2_complexity,E,E,stop,1
2378,mf_0475,SAF-T in Poland – the number of tax audits using SAF-T is increasing,Tax & Accounting,p4_role,E,E,stop,1
2379,mf_0475,SAF-T in Poland – the number of tax audits using SAF-T is increasing,Tax & Accounting,p5_fewshot,E,E,stop,1
2380,mf_0476,"Strong values drive growth for family business amid disruption fears, finds PwC global survey",Business & Management,p1_format,A,A,stop,1
2381,mf_0476,"Strong values drive growth for family business amid disruption fears, finds PwC global survey",Business & Management,p1_format_soft,A,A,stop,1
2382,mf_0476,"Strong values drive growth for family business amid disruption fears, finds PwC global survey",Business & Management,p2_complexity,A,A,stop,1
2383,mf_0476,"Strong values drive growth for family business amid disruption fears, finds PwC global survey",Business & Management,p4_role,A,A,stop,1
2384,mf_0476,"Strong values drive growth for family business amid disruption fears, finds PwC global survey",Business & Management,p5_fewshot,A,A,stop,1
2385,mf_0477,Crisis Management & Forensic Intelligence,Government & Controls,p1_format,C,A,stop,0
2386,mf_0477,Crisis Management & Forensic Intelligence,Government & Controls,p1_format_soft,C,A,stop,0
2387,mf_0477,Crisis Management & Forensic Intelligence,Government & Controls,p2_complexity,C,A,stop,0
2388,mf_0477,Crisis Management & Forensic Intelligence,Government & Controls,p4_role,C,A,stop,0
2389,mf_0477,Crisis Management & Forensic Intelligence,Government & Controls,p5_fewshot,C,A,stop,0
2390,mf_0478,Deal execution,Finance,p1_format,B,B,stop,1
2391,mf_0478,Deal execution,Finance,p1_format_soft,B,B,stop,1
2392,mf_0478,Deal execution,Finance,p2_complexity,B,B,stop,1
2393,mf_0478,Deal execution,Finance,p4_role,B,B,stop,1
2394,mf_0478,Deal execution,Finance,p5_fewshot,B,B,stop,1
2395,mf_0479,Tax technology,Tax & Accounting,p1_format,E,E,stop,1
2396,mf_0479,Tax technology,Tax & Accounting,p1_format_soft,E,E,stop,1
2397,mf_0479,Tax technology,Tax & Accounting,p2_complexity,E,E,stop,1
2398,mf_0479,Tax technology,Tax & Accounting,p4_role,E,E,stop,1
2399,mf_0479,Tax technology,Tax & Accounting,p5_fewshot,E,E,stop,1
2400,mf_0480,Technology,Technology,p1_format,F,F,stop,1
2401,mf_0480,Technology,Technology,p1_format_soft,F,F,stop,1
2402,mf_0480,Technology,Technology,p2_complexity,F,F,stop,1
2403,mf_0480,Technology,Technology,p4_role,F,F,stop,1
2404,mf_0480,Technology,Technology,p5_fewshot,F,F,stop,1
2405,mf_0481,Tax and legal news 26 September 2016,Tax & Accounting,p1_format,E,E,stop,1
2406,mf_0481,Tax and legal news 26 September 2016,Tax & Accounting,p1_format_soft,E,E,stop,1
2407,mf_0481,Tax and legal news 26 September 2016,Tax & Accounting,p2_complexity,E,E,stop,1
2408,mf_0481,Tax and legal news 26 September 2016,Tax & Accounting,p4_role,E,E,stop,1
2409,mf_0481,Tax and legal news 26 September 2016,Tax & Accounting,p5_fewshot,E,E,stop,1
2410,mf_0482,Insights about consumers and artificial intelligence 2018,Industry,p1_format,D,F,stop,0
2411,mf_0482,Insights about consumers and artificial intelligence 2018,Industry,p1_format_soft,D,F,stop,0
2412,mf_0482,Insights about consumers and artificial intelligence 2018,Industry,p2_complexity,D,F,stop,0
2413,mf_0482,Insights about consumers and artificial intelligence 2018,Industry,p4_role,D,F,stop,0
2414,mf_0482,Insights about consumers and artificial intelligence 2018,Industry,p5_fewshot,D,F,stop,0
2415,mf_0483,PwC: Forty percent of Russian companies have no information security strategy,Technology,p1_format,F,F,stop,1
2416,mf_0483,PwC: Forty percent of Russian companies have no information security strategy,Technology,p1_format_soft,F,F,stop,1
2417,mf_0483,PwC: Forty percent of Russian companies have no information security strategy,Technology,p2_complexity,F,F,stop,1
2418,mf_0483,PwC: Forty percent of Russian companies have no information security strategy,Technology,p4_role,F,F,stop,1
2419,mf_0483,PwC: Forty percent of Russian companies have no information security strategy,Technology,p5_fewshot,F,F,stop,1
2420,mf_0484,Telecommunications,Technology,p1_format,F,D,stop,0
2421,mf_0484,Telecommunications,Technology,p1_format_soft,F,D,stop,0
2422,mf_0484,Telecommunications,Technology,p2_complexity,F,D,stop,0
2423,mf_0484,Telecommunications,Technology,p4_role,F,D,stop,0
2424,mf_0484,Telecommunications,Technology,p5_fewshot,F,D,stop,0
2425,mf_0485,10 trends in polish healthcare 2016,Industry,p1_format,D,D,stop,1
2426,mf_0485,10 trends in polish healthcare 2016,Industry,p1_format_soft,D,D,stop,1
2427,mf_0485,10 trends in polish healthcare 2016,Industry,p2_complexity,D,D,stop,1
2428,mf_0485,10 trends in polish healthcare 2016,Industry,p4_role,D,D,stop,1
2429,mf_0485,10 trends in polish healthcare 2016,Industry,p5_fewshot,D,D,stop,1
2430,mf_0486,Emerging Trends in Real Estate® Europe 2017,Industry,p1_format,D,D,stop,1
2431,mf_0486,Emerging Trends in Real Estate® Europe 2017,Industry,p1_format_soft,D,D,stop,1
2432,mf_0486,Emerging Trends in Real Estate® Europe 2017,Industry,p2_complexity,D,D,stop,1
2433,mf_0486,Emerging Trends in Real Estate® Europe 2017,Industry,p4_role,D,D,stop,1
2434,mf_0486,Emerging Trends in Real Estate® Europe 2017,Industry,p5_fewshot,D,D,stop,1
2435,mf_0487,Insurance and legacy solutions,Finance,p1_format,B,B,stop,1
2436,mf_0487,Insurance and legacy solutions,Finance,p1_format_soft,B,B,stop,1
2437,mf_0487,Insurance and legacy solutions,Finance,p2_complexity,B,B,stop,1
2438,mf_0487,Insurance and legacy solutions,Finance,p4_role,B,B,stop,1
2439,mf_0487,Insurance and legacy solutions,Finance,p5_fewshot,B,B,stop,1
2440,mf_0488,Shifting patterns: the future of the logistics industry,Industry,p1_format,D,D,stop,1
2441,mf_0488,Shifting patterns: the future of the logistics industry,Industry,p1_format_soft,D,D,stop,1
2442,mf_0488,Shifting patterns: the future of the logistics industry,Industry,p2_complexity,D,D,stop,1
2443,mf_0488,Shifting patterns: the future of the logistics industry,Industry,p4_role,D,D,stop,1
2444,mf_0488,Shifting patterns: the future of the logistics industry,Industry,p5_fewshot,D,D,stop,1
2445,mf_0489,Hitting the sweet spot: Growth and diversification in Japan: Global Family Business Survey 2016: PwC,Business & Management,p1_format,A,A,stop,1
2446,mf_0489,Hitting the sweet spot: Growth and diversification in Japan: Global Family Business Survey 2016: PwC,Business & Management,p1_format_soft,A,A,stop,1
2447,mf_0489,Hitting the sweet spot: Growth and diversification in Japan: Global Family Business Survey 2016: PwC,Business & Management,p2_complexity,A,A,stop,1
2448,mf_0489,Hitting the sweet spot: Growth and diversification in Japan: Global Family Business Survey 2016: PwC,Business & Management,p4_role,A,A,stop,1
2449,mf_0489,Hitting the sweet spot: Growth and diversification in Japan: Global Family Business Survey 2016: PwC,Business & Management,p5_fewshot,A,A,stop,1
2450,mf_0490,On 30 October 2018 the Constitutional Tribunal will decide if removal of the annual limit of the pension and disability contributions is consistent with the Polish Constitution,Finance,p1_format,B,C,stop,0
2451,mf_0490,On 30 October 2018 the Constitutional Tribunal will decide if removal of the annual limit of the pension and disability contributions is consistent with the Polish Constitution,Finance,p1_format_soft,B,C,stop,0
2452,mf_0490,On 30 October 2018 the Constitutional Tribunal will decide if removal of the annual limit of the pension and disability contributions is consistent with the Polish Constitution,Finance,p2_complexity,B,E,stop,0
2453,mf_0490,On 30 October 2018 the Constitutional Tribunal will decide if removal of the annual limit of the pension and disability contributions is consistent with the Polish Constitution,Finance,p4_role,B,C,stop,0
2454,mf_0490,On 30 October 2018 the Constitutional Tribunal will decide if removal of the annual limit of the pension and disability contributions is consistent with the Polish Constitution,Finance,p5_fewshot,B,B,stop,1
2455,mf_0491,2019 AI Predictions: Six priorities you can’t afford to ignore,Technology,p1_format,F,F,stop,1
2456,mf_0491,2019 AI Predictions: Six priorities you can’t afford to ignore,Technology,p1_format_soft,F,F,stop,1
2457,mf_0491,2019 AI Predictions: Six priorities you can’t afford to ignore,Technology,p2_complexity,F,F,stop,1
2458,mf_0491,2019 AI Predictions: Six priorities you can’t afford to ignore,Technology,p4_role,F,F,stop,1
2459,mf_0491,2019 AI Predictions: Six priorities you can’t afford to ignore,Technology,p5_fewshot,F,F,stop,1
2460,mf_0492,Annual report 2016: My PwC transcript,Tax & Accounting,p1_format,E,E,stop,1
2461,mf_0492,Annual report 2016: My PwC transcript,Tax & Accounting,p1_format_soft,E,E,stop,1
2462,mf_0492,Annual report 2016: My PwC transcript,Tax & Accounting,p2_complexity,E,E,stop,1
2463,mf_0492,Annual report 2016: My PwC transcript,Tax & Accounting,p4_role,E,E,stop,1
2464,mf_0492,Annual report 2016: My PwC transcript,Tax & Accounting,p5_fewshot,E,B,stop,0
2465,mf_0493,Employment Law Bulletin March 2020,Business & Management,p1_format,A,C,stop,0
2466,mf_0493,Employment Law Bulletin March 2020,Business & Management,p1_format_soft,A,C,stop,0
2467,mf_0493,Employment Law Bulletin March 2020,Business & Management,p2_complexity,A,C,stop,0
2468,mf_0493,Employment Law Bulletin March 2020,Business & Management,p4_role,A,C,stop,0
2469,mf_0493,Employment Law Bulletin March 2020,Business & Management,p5_fewshot,A,C,stop,0
2470,mf_0494,FinTech,Finance,p1_format,B,F,stop,0
2471,mf_0494,FinTech,Finance,p1_format_soft,B,F,stop,0
2472,mf_0494,FinTech,Finance,p2_complexity,B,F,stop,0
2473,mf_0494,FinTech,Finance,p4_role,B,F,stop,0
2474,mf_0494,FinTech,Finance,p5_fewshot,B,F,stop,0
2475,mf_0495,The digital healthcare leap,Industry,p1_format,D,F,stop,0
2476,mf_0495,The digital healthcare leap,Industry,p1_format_soft,D,F,stop,0
2477,mf_0495,The digital healthcare leap,Industry,p2_complexity,D,F,stop,0
2478,mf_0495,The digital healthcare leap,Industry,p4_role,D,F,stop,0
2479,mf_0495,The digital healthcare leap,Industry,p5_fewshot,D,F,stop,0
2480,mf_0496,Assessing the global transport infrastructure market: Outlook to 2025,Industry,p1_format,D,D,stop,1
